,Micro F1,Micro Precision,Micro Recall,Macro F1,Macro Precision,Macro Recall,Error Count,avg millis/doc,Macro F1 QALD
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1,0.9634,0.9293,1.0,0.9791,0.9639,1.0,0.0,,
2,0.9541,0.9123,1.0,0.9796,0.965,1.0,0.0,,
3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
