,Micro F1,Micro Precision,Micro Recall,Macro F1,Macro Precision,Macro Recall,Error Count,avg millis/doc,Macro F1 QALD
0,0.9914,0.9981,0.9847,0.9876,0.9888999999999999,0.9865,0.0,0.0008,0.9877
1,0.9727,0.9468,1.0,0.9832,0.97,1.0,0.0,,
2,0.9637,0.93,1.0,0.9804,0.9664,1.0,0.0,,
3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
