,Micro F1,Micro Precision,Micro Recall,Macro F1,Macro Precision,Macro Recall,Error Count,avg millis/doc,Macro F1 QALD
0,0.9936000000000001,0.9978,0.9895,0.9884000000000001,0.9889,0.988,0.0,0.0008057142857142858,0.9884000000000001
1,0.9572,0.9178,1.0,0.9754,0.9560000000000001,1.0,0.0,,
2,0.9515,0.9076,1.0,0.9738,0.9545,1.0,0.0,,
3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
