,Micro F1,Micro Precision,Micro Recall,Macro F1,Macro Precision,Macro Recall,Error Count,avg millis/doc,Macro F1 QALD
0,0.9936,0.9978000000000001,0.9895,0.9881,0.9886,0.9876,0.0,0.0005705882352941177,0.9881
1,0.9561,0.9159,1.0,0.9746,0.9547,1.0,0.0,,
2,0.9505,0.9056,1.0,0.973,0.9531999999999999,1.0,0.0,,
3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
