,Micro F1,Micro Precision,Micro Recall,Macro F1,Macro Precision,Macro Recall,Error Count,avg millis/doc,Macro F1 QALD
0,0.9906,0.9978,0.9833999999999999,0.9877,0.989,0.9866,0.0,0.0009893617021276596,0.9878
1,0.9602,0.9235,1.0,0.978,0.9608000000000001,1.0,0.0,,
2,0.9524,0.9091,1.0,0.9754,0.9575999999999999,1.0,0.0,,
3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
