,Micro F1,Micro Precision,Micro Recall,Macro F1,Macro Precision,Macro Recall,Error Count,avg millis/doc,Macro F1 QALD
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1,0.9694,0.9407000000000001,1.0,0.9829,0.9704000000000002,1.0,0.0,,
2,0.9618,0.9265,1.0,0.9833000000000001,0.9712999999999999,1.0,0.0,,
3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
