,Micro F1,Micro Precision,Micro Recall,Macro F1,Macro Precision,Macro Recall,Error Count,avg millis/doc,Macro F1 QALD
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1,0.9683,0.9386,1.0,0.9819,0.9688000000000001,1.0,0.0,,
2,0.9606,0.9242,1.0,0.9823999999999999,0.9697999999999999,1.0,0.0,,
3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
