,Micro F1,Micro Precision,Micro Recall,Macro F1,Macro Precision,Macro Recall,Error Count,avg millis/doc,Macro F1 QALD
0,0.9914999999999999,0.9981,0.9849,0.9882,0.9895,0.9871,0.0,0.00055625,0.9883000000000001
1,0.9718,0.9452000000000002,1.0,0.9831,0.9697999999999999,1.0,0.0,,
2,0.9659,0.934,1.0,0.9814000000000002,0.9682,1.0,0.0,,
3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
