,Micro F1,Micro Precision,Micro Recall,Macro F1,Macro Precision,Macro Recall,Error Count,avg millis/doc,Macro F1 QALD
0,0.992,0.9982000000000001,0.9857999999999999,0.9891,0.9903,0.9880999999999999,0.0,0.00017291666666666668,0.9892
1,0.9672,0.9365,1.0,0.9819,0.9677000000000001,1.0,0.0,,
2,0.9625,0.9277000000000001,1.0,0.9805,0.9665,1.0,0.0,,
3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
