,Micro F1,Micro Precision,Micro Recall,Macro F1,Macro Precision,Macro Recall,Error Count,avg millis/doc,Macro F1 QALD
0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.002118181818181818,1.0
1,0.9721,0.9457,1.0,0.9845000000000002,0.9731000000000001,1.0,0.0,,
2,0.965,0.9323999999999999,1.0,0.9848,0.9740000000000001,1.0,0.0,,
3,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,
